declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
20004,6,TX,Texas                         ,0,2020-01-14T00:00:00.000Z,Major Disaster,TX - Tornados 10/20/2019,Tornado,2019-10-20T00:00:00.000Z,2019-10-21T00:00:00.000Z,Turndown,2020-06-10T00:00:00.000Z,0,0,1,1,2019102303,2019-10-20T00:00:00.000Z,43ba05dc-b306-47d2-8a92-904e54827f4a
20005,6,AR,Arkansas                      ,0,2019-12-03T00:00:00.000Z,Major Disaster,"AR - Severe Storms, Tornado 10/21/2019",Tornado,2019-10-21T00:00:00.000Z,2019-10-21T00:00:00.000Z,Turndown,2020-04-24T00:00:00.000Z,0,0,1,1,2019102801,2019-10-21T00:00:00.000Z,09660073-6a4a-4343-880d-7d937c0935c5
20006,10,AK,Alaska                        ,0,2020-02-06T00:00:00.000Z,Major Disaster,Kenai Peninsula Borough Winter Storms,Severe Storm,2019-11-27T00:00:00.000Z,2019-12-10T00:00:00.000Z,Turndown,2020-03-05T00:00:00.000Z,0,0,1,1,2020012701,2019-11-27T00:00:00.000Z,f3484151-c884-4cbd-9ab7-ee356b52cffa
20146,10,AK,Alaska                        ,0,2020-04-06T00:00:00.000Z,Major Disaster,AK_Kaktovik_School_Fire,Fire,2020-02-06T00:00:00.000Z,2020-02-07T00:00:00.000Z,Turndown,2020-06-19T00:00:00.000Z,0,0,1,0,2020032301,2020-03-23T00:00:00.000Z,51682941-234f-4300-9501-d625defd475b
20169,4,GA,Georgia                       ,0,2020-04-22T00:00:00.000Z,Major Disaster,SEVERE THUNDERSTORMS ,Severe Storm,2020-04-12T00:00:00.000Z,2020-04-13T00:00:00.000Z,Turndown,2020-04-30T00:00:00.000Z,1,0,0,1,2020041101,2020-04-11T00:00:00.000Z,7295a3bf-f405-4d23-9b4b-1e33962e45e4
20173,6,LA,Louisiana                     ,0,2020-04-25T00:00:00.000Z,Major Disaster,Louisiana - Tornado 4/12/2020,Tornado,2020-04-12T00:00:00.000Z,2020-04-12T00:00:00.000Z,Turndown,2020-04-30T00:00:00.000Z,1,0,0,1,2020041301,2020-04-12T00:00:00.000Z,9069320a-2c80-47b0-ab2d-2fc98c8f7ea9
20206,5,MN,Minnesota                     ,0,2020-07-02T00:00:00.000Z,Major Disaster,MN Fires due to Civil Unrest,Civil Unrest,2020-05-27T00:00:00.000Z,2020-06-03T00:00:00.000Z,Turndown,2020-08-18T00:00:00.000Z,0,0,1,1,2020061801,2020-05-26T00:00:00.000Z,2fcfba2e-be34-4c3d-8569-c2c2a08be254
20209,6,LA,Louisiana                     ,0,2020-07-10T00:00:00.000Z,Major Disaster,Louisiana - Tornado 4/22/2020,Tornado,2020-04-22T00:00:00.000Z,2020-04-22T00:00:00.000Z,Turndown,2020-09-09T00:00:00.000Z,0,0,1,1,2020042301,2020-04-22T00:00:00.000Z,0524a0e1-a52e-4e5a-a7c8-2c6b89916d25
20224,4,MS,Mississippi                   ,0,2020-07-07T00:00:00.000Z,Major Disaster,TS Cristobal,Coastal Storm,2020-06-07T00:00:00.000Z,2020-06-08T00:00:00.000Z,Turndown,2020-11-18T00:00:00.000Z,0,0,1,1,2020060302,2020-06-05T00:00:00.000Z,7d117c21-a114-4986-99b3-04c4392f6355
20304,6,TX,Texas                         ,0,2020-09-30T00:00:00.000Z,Major Disaster,TX - Hurricane Hanna,Hurricane,2020-07-25T00:00:00.000Z,2020-07-31T00:00:00.000Z,Turndown,2021-06-01T00:00:00.000Z,0,0,1,1,2020072502,2020-07-25T00:00:00.000Z,08116d67-9dce-48f0-8773-ee6f56a42626
20312,3,PA,Pennsylvania                  ,0,2020-10-05T00:00:00.000Z,Major Disaster,Tropical Storm Isaias,Hurricane,2020-08-03T00:00:00.000Z,2020-08-04T00:00:00.000Z,Turndown,2020-11-18T00:00:00.000Z,1,0,1,1,2020072601,2020-08-03T00:00:00.000Z,25ed5608-e8bb-4afe-8ae3-bddbd221d614
21003,3,VA,Virginia                      ,0,2021-01-15T00:00:00.000Z,Emergency,National Special Security Event - 59th Presidentia,Other,2021-01-06T00:00:00.000Z,,Turndown,2021-03-18T00:00:00.000Z,0,0,1,0,2021011002,2021-01-06T00:00:00.000Z,5f925864-2f3c-4d9b-9bc8-2330386f560a
21004,3,MD,Maryland                      ,0,2021-01-15T00:00:00.000Z,Emergency,National Special Security Event - 59th Presidentia,Other,2021-01-06T00:00:00.000Z,,Turndown,2021-03-17T00:00:00.000Z,0,0,1,0,2021011002,2021-01-06T00:00:00.000Z,3c1a0225-91eb-4067-8020-5177841f1bab
21008,4,AL,Alabama                       ,0,2021-02-12T00:00:00.000Z,Major Disaster,Severe Weather/Tornados,Tornado,2021-01-25T00:00:00.000Z,2021-01-25T00:00:00.000Z,Turndown,2021-03-17T00:00:00.000Z,1,0,0,1,2021020401,2021-01-25T00:00:00.000Z,03f777aa-ba79-4be8-bc62-b51580d74e3b
21057,8,WY,Wyoming                       ,0,2021-05-07T00:00:00.000Z,Major Disaster,WY 2021 Winter Storm-Snow,Snowstorm,2021-03-13T00:00:00.000Z,2021-03-15T00:00:00.000Z,Turndown,2021-07-21T00:00:00.000Z,0,0,1,1,2021051201,2021-03-13T00:00:00.000Z,e8c18f7d-9371-4d65-bcc2-0656de6a08a8
21076,8,MT,Montana                       ,1,2021-08-02T00:00:00.000Z,Major Disaster,MT - Ft Peck Indian Res - Straight Line Winds,Severe Storm,2021-06-08T00:00:00.000Z,2021-06-08T00:00:00.000Z,Turndown,2021-09-13T00:00:00.000Z,1,0,0,1,2021080902,2021-06-08T00:00:00.000Z,4dbc1770-c1f1-4a71-806c-6ebb9b116314
21079,4,KY,Kentucky                      ,0,2021-08-19T00:00:00.000Z,Major Disaster,R4 Kentucky Flash Flooding,Flood,2021-07-29T00:00:00.000Z,2021-07-30T00:00:00.000Z,Turndown,2021-10-08T00:00:00.000Z,1,0,0,1,2021080601,2021-07-29T00:00:00.000Z,2b77d568-0d9d-40d6-9aa8-0d88adbfbd31
21108,3,MD,Maryland                      ,0,2021-09-27T00:00:00.000Z,Major Disaster,Remnants of Hurricane Ida,Hurricane,2021-08-31T00:00:00.000Z,2021-09-04T00:00:00.000Z,Turndown,2021-10-08T00:00:00.000Z,1,0,0,1,2021082601,2021-08-27T00:00:00.000Z,92508610-7a93-46e7-bb57-b573447358da
21109,6,TX,Texas                         ,0,2021-09-20T00:00:00.000Z,Emergency,Texas - Border Security,Other,2021-05-31T00:00:00.000Z,,Turndown,2021-10-24T00:00:00.000Z,0,0,1,0,2021092001,2021-05-31T00:00:00.000Z,a12c058d-577b-43c3-b534-151cd5a62411
21112,5,MN,Minnesota                     ,1,2021-09-30T00:00:00.000Z,Major Disaster,Red Lake Severe Storms,Tornado,2021-07-26T00:00:00.000Z,2021-07-26T00:00:00.000Z,Turndown,2021-10-24T00:00:00.000Z,1,0,1,1,2021092801,2021-07-26T00:00:00.000Z,a58753d9-1f3c-4beb-8cfa-b2c20595bc06
21114,6,NM,New Mexico                    ,0,2021-10-06T00:00:00.000Z,Major Disaster,New Mexico Severe Storms and Flooding,Flood,2021-08-12T00:00:00.000Z,2021-08-16T00:00:00.000Z,Turndown,2021-11-12T00:00:00.000Z,1,0,1,1,2021100601,2021-08-12T00:00:00.000Z,8d9e3c77-e097-4e59-aae9-0b040075faf6
21118,10,OR,Oregon                        ,0,2021-10-06T00:00:00.000Z,Major Disaster,OR-Bootleg Fire-07/10/21,Fire,2021-07-06T00:00:00.000Z,2021-08-15T00:00:00.000Z,Turndown,2021-10-26T00:00:00.000Z,1,0,0,1,2021071101,2021-07-10T00:00:00.000Z,548709c3-d036-4385-b131-2973507a12d1
22006,4,FL,Florida                       ,0,2022-01-24T00:00:00.000Z,Major Disaster,R04 FL Severe Storms and Tornadoes,Tornado,2022-01-16T00:00:00.000Z,2022-01-16T00:00:00.000Z,Turndown,2022-04-24T00:00:00.000Z,1,0,0,0,2022011801,2022-01-16T00:00:00.000Z,32e2677f-cb7c-45db-88db-4b02180e12e3
22035,4,MS,Mississippi                   ,0,2022-04-28T00:00:00.000Z,Major Disaster,"Severe Storms and Tornadoes - March 21-22, 2022",Severe Storm,2022-03-22T00:00:00.000Z,2022-03-22T00:00:00.000Z,Turndown,2022-07-18T00:00:00.000Z,1,0,0,1,2022032102,2022-03-21T00:00:00.000Z,848a9ee2-c38f-4de6-8ccd-9a766a2798a3
22037,4,MS,Mississippi                   ,0,2022-04-29T00:00:00.000Z,Major Disaster,R04 Severe Storms,Severe Storm,2022-03-30T00:00:00.000Z,2022-03-30T00:00:00.000Z,Turndown,2022-07-02T00:00:00.000Z,1,0,0,1,2022033001,2022-03-30T00:00:00.000Z,bed74d95-2301-4fa2-9bd9-45d4b2e81bd5
22044,4,TN,Tennessee                     ,0,2022-05-27T00:00:00.000Z,Major Disaster,R04 Wears Valley Wildfire ,Fire,2022-03-30T00:00:00.000Z,2022-04-05T00:00:00.000Z,Turndown,2022-07-02T00:00:00.000Z,1,0,0,1,2022051203,2022-03-30T00:00:00.000Z,12769a11-c10a-4a25-b9e1-d89090fee127
22045,3,WV,West Virginia                 ,0,2022-06-03T00:00:00.000Z,Major Disaster,"WV, Severe Storms and Flooding- May 6, 2022",Flood,2022-05-06T00:00:00.000Z,2022-05-07T00:00:00.000Z,Turndown,2022-08-27T00:00:00.000Z,1,0,0,1,2022052301,2022-05-06T00:00:00.000Z,4754a23d-a14b-46a0-ae80-56568f4cdbb2
22046,5,MI,Michigan                      ,0,2022-06-08T00:00:00.000Z,Major Disaster,MI - Otsego County - Tornado and Severe Weather,Tornado,2022-05-20T00:00:00.000Z,2022-05-20T00:00:00.000Z,Turndown,2022-07-02T00:00:00.000Z,1,0,0,1,2022060301,2022-05-20T00:00:00.000Z,3080c220-5c67-4174-95f6-d42e37d48580
22081,10,OR,Oregon                        ,0,2022-09-09T00:00:00.000Z,Emergency,OR_Wildfire Response ,Fire,2022-09-08T00:00:00.000Z,,Turndown,2023-01-04T00:00:00.000Z,0,0,1,0,2022091001,2022-09-08T00:00:00.000Z,3bd43936-0531-4afa-acd5-15b3ffbf6d85
22092,4,GA,Georgia                       ,0,2022-10-04T00:00:00.000Z,Major Disaster,"R4 Flooding in Chattooga/Floyd Counties, GA",Flood,2022-09-04T00:00:00.000Z,2022-09-14T00:00:00.000Z,Turndown,2022-12-31T00:00:00.000Z,1,0,0,0,2022090602,2022-09-04T00:00:00.000Z,04452dc4-aae2-4e1b-8ca9-3202f4199c5e
22094,3,WV,West Virginia                 ,0,2022-10-14T00:00:00.000Z,Major Disaster,WV Severe Storms and Flooding ,Flood,2022-07-25T00:00:00.000Z,2022-08-01T00:00:00.000Z,Turndown,2022-12-05T00:00:00.000Z,0,0,1,1,2022092002,2022-07-25T00:00:00.000Z,8b51652a-0ac4-4db0-b070-5556454a9b38
22095,3,WV,West Virginia                 ,0,2022-10-14T00:00:00.000Z,Major Disaster,WV Severe Storms and Flooding ,Flood,2022-08-11T00:00:00.000Z,2022-08-11T00:00:00.000Z,Turndown,2022-12-05T00:00:00.000Z,0,0,1,1,2022092001,2022-08-11T00:00:00.000Z,c26434b9-25f2-4855-8730-2df98204d78f
22098,8,UT,Utah                          ,0,2022-10-19T00:00:00.000Z,Major Disaster,UT Flooding - 08/19/2022,Flood,2022-08-19T00:00:00.000Z,2022-08-21T00:00:00.000Z,Turndown,2023-01-18T00:00:00.000Z,0,0,1,1,2022092701,2022-08-19T00:00:00.000Z,525ad0f5-4463-4c42-9f6a-a27b9e7864f6
22100,9,CA,California                    ,0,2022-10-26T00:00:00.000Z,Major Disaster,California Extreme Heat Event and Wildfires,Fire,2022-08-29T00:00:00.000Z,,Turndown,2023-05-16T00:00:00.000Z,1,0,1,1,2022100501,2022-08-30T00:00:00.000Z,91b6d3bc-013e-41f9-adc1-dcc0c68217c9
23001,6,OK,Oklahoma                      ,1,2023-01-03T00:00:00.000Z,Major Disaster,Severe Weather 11/4/2022,Severe Storm,2022-11-04T00:00:00.000Z,2022-11-04T00:00:00.000Z,Turndown,2023-05-18T00:00:00.000Z,0,0,1,1,2022110401,2022-11-04T00:00:00.000Z,0574f390-d11d-47a8-afd3-2e8c06ad741c
23010,6,TX,Texas                         ,0,2023-02-07T00:00:00.000Z,Major Disaster,Severe Weather,Severe Storm,2023-01-24T00:00:00.000Z,2023-01-24T00:00:00.000Z,Turndown,2023-03-16T00:00:00.000Z,1,0,0,1,2023012401,2023-01-24T00:00:00.000Z,f93f900e-c85f-4b1c-afab-1bbe1415641b
23019,9,HI,Hawaii                        ,0,2023-01-20T00:00:00.000Z,Major Disaster,Mauna Loa Volcanic Eruption,Volcanic Eruption,2022-11-27T00:00:00.000Z,2022-12-16T00:00:00.000Z,Turndown,2023-03-01T00:00:00.000Z,0,0,1,1,2022120301,2022-11-28T00:00:00.000Z,3dbfe8a3-f05a-45e4-bb50-49c11475dbe8
23020,10,OR,Oregon                        ,0,2023-02-28T00:00:00.000Z,Major Disaster,OR_Severe Winter Storm,Severe Storm,2022-12-26T00:00:00.000Z,2022-12-31T00:00:00.000Z,Turndown,2023-04-05T00:00:00.000Z,0,0,1,1,2023020101,2022-12-26T00:00:00.000Z,759340f3-56ab-4431-bc9c-15861b9a1171
23026,8,ND,North Dakota                  ,0,2023-03-21T00:00:00.000Z,Major Disaster,ND freezing fog,Freezing,2023-01-16T00:00:00.000Z,2023-01-20T00:00:00.000Z,Turndown,2023-05-09T00:00:00.000Z,0,0,1,1,2023031701,2023-01-16T00:00:00.000Z,739fc2c9-19c4-44ea-819f-c004a02a53c2
23040,5,IL,Illinois                      ,0,2023-04-05T00:00:00.000Z,Emergency,R5-Illinois-March 31st Severe Storms Tornadoes ,Severe Storm,2023-03-31T00:00:00.000Z,2023-04-01T00:00:00.000Z,Turndown,2023-05-06T00:00:00.000Z,0,0,1,0,2023041002,2023-03-31T00:00:00.000Z,759634ee-25b0-46e0-b751-9d0104dc7cd1
23051,1,NH,New Hampshire                 ,0,2023-05-12T00:00:00.000Z,Major Disaster,Severe Winter Storm ,Snowstorm,2023-03-13T00:00:00.000Z,2023-03-15T00:00:00.000Z,Turndown,2023-12-23T00:00:00.000Z,0,0,1,1,2023032901,2023-03-13T00:00:00.000Z,91b316b4-1398-41b6-815b-1eabcb8eb99b
23055,4,GA,Georgia                       ,0,2023-05-26T00:00:00.000Z,Major Disaster,Severe Weather,Severe Storm,2023-03-25T00:00:00.000Z,2023-03-27T00:00:00.000Z,Turndown,2023-08-22T00:00:00.000Z,1,0,1,1,2023032302,2023-03-24T00:00:00.000Z,be4006dd-a79e-46a7-92ce-5eefa73bc09b
23057,7,IA,Iowa                          ,0,2023-06-06T00:00:00.000Z,Emergency,R7 Iowa Building Collapse,Other,2023-05-28T00:00:00.000Z,2023-05-28T00:00:00.000Z,Turndown,2023-06-28T00:00:00.000Z,0,0,1,0,2023060701,2023-05-28T00:00:00.000Z,3dae2341-c819-4afb-b4f2-e447233e03eb
23060,5,MI,Michigan                      ,0,2023-06-15T00:00:00.000Z,Major Disaster,Flooding/ Spring Thaw/ Snow Melt MI,Flood,2023-04-10T00:00:00.000Z,2023-05-14T00:00:00.000Z,Turndown,2023-08-25T00:00:00.000Z,0,0,1,1,2023051102,2023-04-10T00:00:00.000Z,b54d5900-5832-4350-98c9-2013909e8d3d
23066,10,AK,Alaska                        ,1,2023-06-29T00:00:00.000Z,Emergency,ICAS_Severed Fiber Optic Cable,Other,2023-06-10T00:00:00.000Z,,Turndown,2024-01-31T00:00:00.000Z,0,0,1,0,2023070601,2023-06-10T00:00:00.000Z,a7f35e8a-8ba3-470a-89de-dbe8f922aeae
23079,1,NH,New Hampshire                 ,0,2023-07-28T00:00:00.000Z,Major Disaster,Flooding ,Flood,2023-04-30T00:00:00.000Z,2023-05-01T00:00:00.000Z,Turndown,2023-09-26T00:00:00.000Z,0,0,1,1,2023051002,2023-04-30T00:00:00.000Z,b428d4fb-f817-47cf-906a-383f25f1b58a
23082,3,PA,Pennsylvania                  ,0,2023-07-31T00:00:00.000Z,Major Disaster,R3_07092023 Severe Storms and Flooding _PA,Flood,2023-07-09T00:00:00.000Z,2023-07-09T00:00:00.000Z,Turndown,2023-09-26T00:00:00.000Z,1,0,1,1,2023071702,2023-07-09T00:00:00.000Z,246fc464-f3b4-4c15-b62d-e955efa05b52
23094,7,IA,Iowa                          ,0,2023-06-20T00:00:00.000Z,Major Disaster,R7 Iowa Building Collapse,Other,2023-05-28T00:00:00.000Z,2023-05-28T00:00:00.000Z,Turndown,2023-08-15T00:00:00.000Z,0,0,1,0,2023060701,2023-05-28T00:00:00.000Z,a0c3c159-be48-4428-aeb6-1cee5b04ee20
23099,4,KY,Kentucky                      ,0,2023-08-18T00:00:00.000Z,Major Disaster,Severe Storms straight-line winds & flash flooding,Severe Storm,2023-07-17T00:00:00.000Z,2023-07-20T00:00:00.000Z,Turndown,2024-02-26T00:00:00.000Z,1,0,0,0,2023073102,2023-07-16T00:00:00.000Z,8cdb648c-e959-4acf-9ad1-31693a00cd85
23117,10,AK,Alaska                        ,0,2023-09-05T00:00:00.000Z,Major Disaster,AK_Mendenhall Glacier Dam Burst,Dam/Levee Break,2023-08-04T00:00:00.000Z,2023-08-06T00:00:00.000Z,Turndown,2023-09-26T00:00:00.000Z,1,0,1,1,2023081501,2023-08-05T00:00:00.000Z,e2f78db0-7eca-451e-90ae-fd558b0f7473
23136,3,PA,Pennsylvania                  ,0,2023-11-09T00:00:00.000Z,Major Disaster,R3_ Pennsylvania Severe Storms and Flooding,Flood,2023-09-09T00:00:00.000Z,2023-09-10T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,1,0,1,1,2023091801,2023-09-09T00:00:00.000Z,df6b4576-366d-4e02-9d40-a44f37e95b89
24004,10,AK,Alaska                        ,0,2024-01-24T00:00:00.000Z,Major Disaster,AK_Permafrost Degradation,Other,2023-11-26T00:00:00.000Z,2023-11-27T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,0,0,1,1,2024011801,2023-11-26T00:00:00.000Z,3a96e7c1-24ef-4735-b1c0-c0e6d0beedbe
24006,4,SC,South Carolina                ,0,2024-02-02T00:00:00.000Z,Major Disaster,Severe Weather,Severe Storm,2024-01-09T00:00:00.000Z,2024-01-10T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,1,0,0,0,2024011101,2024-01-11T00:00:00.000Z,21bd57f2-473d-41cc-b1c4-8fc874deff0d
24007,4,FL,Florida                       ,0,2024-02-05T00:00:00.000Z,Major Disaster,Severe Weather,Severe Storm,2024-01-09T00:00:00.000Z,2024-01-09T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,1,0,1,1,2024011101,2024-01-11T00:00:00.000Z,f1031b2f-51f6-4f55-9dae-7957b772e69c
24009,7,IA,Iowa                          ,0,2024-02-13T00:00:00.000Z,Major Disaster,R7 Winter Storms Iowa,Winter Storm,2024-01-08T00:00:00.000Z,2024-01-14T00:00:00.000Z,Turndown,2024-08-15T00:00:00.000Z,0,0,1,1,2024012501,2024-01-08T00:00:00.000Z,bead0d26-200c-4212-a9c5-b8c117523615
24015,8,SD,South Dakota                  ,1,2018-08-17T00:00:00.000Z,Major Disaster,SD - Severe Storms 07/04/2018,Severe Storm,2018-06-29T00:00:00.000Z,2018-07-04T00:00:00.000Z,Turndown,2018-09-18T00:00:00.000Z,1,0,1,1,2018072602,2018-07-03T00:00:00.000Z,85aaf573-6939-4e7b-bcff-5d7e3cde15b8
24016,8,SD,South Dakota                  ,1,2018-08-27T00:00:00.000Z,Major Disaster,OST severe storm 07/27/2018,Severe Storm,2018-07-27T00:00:00.000Z,2018-07-29T00:00:00.000Z,Turndown,2018-09-18T00:00:00.000Z,1,0,0,1,2024022901,2018-07-27T00:00:00.000Z,6cc46871-662c-41b4-868b-e539c5967af9
24025,4,KY,Kentucky                      ,0,2024-03-27T00:00:00.000Z,Major Disaster,"Severe Weather - Winds, Heavy Rains, and Tornadoes",Severe Storm,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,Turndown,2024-04-19T00:00:00.000Z,1,0,0,0,2024031501,2024-03-14T00:00:00.000Z,ce978cf2-2a72-4f09-b5b6-59f15ce8e379
24038,9,CA,California                    ,1,2024-03-21T00:00:00.000Z,Major Disaster,Sycuan Band of Kumeyaay Nation ,Flood,2024-01-21T00:00:00.000Z,2024-01-23T00:00:00.000Z,Turndown,2024-05-24T00:00:00.000Z,0,0,1,1,2024050601,2024-01-21T00:00:00.000Z,1229fc79-2dd5-4d06-813a-467f06cc960b
24041,4,SC,South Carolina                ,0,2024-05-07T00:00:00.000Z,Major Disaster,Severe Storms & Hail,Severe Storm,2024-04-20T00:00:00.000Z,2024-04-21T00:00:00.000Z,Turndown,2024-05-22T00:00:00.000Z,1,0,0,0,2024042903,2024-04-20T00:00:00.000Z,fdc0d967-5242-42a7-80f1-619ad77d1995
24051,5,OH,Ohio                          ,0,2024-06-03T00:00:00.000Z,Major Disaster,R5 Ohio Severe Storms Eastern Counties,Severe Storm,2024-04-01T00:00:00.000Z,2024-04-04T00:00:00.000Z,Turndown,2024-08-30T00:00:00.000Z,0,0,1,1,2024042201,2024-04-01T00:00:00.000Z,72a38da3-9d94-44e4-adee-c5e878a608c0
24052,10,AK,Alaska                        ,0,2024-06-04T00:00:00.000Z,Major Disaster,AK_City of Kivalina Fire,Fire,2024-04-09T00:00:00.000Z,2024-04-09T00:00:00.000Z,Turndown,2024-07-03T00:00:00.000Z,0,0,1,1,2024051501,2024-04-09T00:00:00.000Z,f69ece8e-260e-46cf-8739-08b19222bd4c
24053,10,AK,Alaska                        ,0,2024-06-04T00:00:00.000Z,Major Disaster,AK_South Tongass VFD Fire,Fire,2024-04-09T00:00:00.000Z,2024-04-09T00:00:00.000Z,Turndown,2024-07-12T00:00:00.000Z,0,0,1,1,2024051502,2024-04-09T00:00:00.000Z,30666147-7332-49bf-8505-c1591ba94c4a
